product_id,author,rating,title,body
category_1_product_11,nisha rajak,5,amazing,noise buds vs202 truly wireless earbuds
category_1_product_11,suman behra,5,amazing,amazing performance
category_1_product_11,mubashira thottiyil,3,sound is good,not good for calling
category_1_product_11,dhana lakshmi,5,amazing,noise buds vs202 truly wireless earbuds
category_1_product_13,pn,5,best quality sound,according to price this earbuds is best
category_1_product_13,mykill,5,noise vs404,it is best ever i broughti like the bass and enc very much
category_1_product_13,manjunath s,5,very good ear buds,excellent sound nice operating modes no tention while callingno doubt go for buds vs 404 is the best choice for all ages i have given as a gift to my wife on february14 and she feels very happy when she usesthanks to noise gonoise manjunath hyderabad
category_1_product_13,pranay betkar,5,amazing,noise buds vs404 truly wireless earbuds
category_1_product_13,raju kumar,5,amazing,noise buds vs404 truly wireless earbuds
category_1_product_14,r,5,amazing,really enjoying this product loved it
category_1_product_14,nitin s,5,excellent,very very good product 15 days without charging
category_1_product_14,aman,5,amazing,great bass and loud sound
category_1_product_14,p r,5,awesome,very nice product i am happy
category_1_product_14,rajesh singh,5,highly recommended,value for money
category_1_product_15,ronak savaliya,5,amazing,recently i have purchased a jet black coloured vs102 buds upto now its running fantastic even i tried full bassed audio and played 3 days constantly i liked its jet black coloured case with which has attractive gray middle line i hope it will run in nearest future the same as today
category_1_product_15,avinash agarwall,5,atul jaiswal ji charging case cover,atul jaiswal ji aapko charging 102case mil jayega sir aap maere phone number pae contact kar sakte h original best quality products h kal tak confirm bta daina ji mil jayaega
category_1_product_15,dr vishal,5,excellent replacement of earbuds,i recently had my noise earbuds replaced and i am genuinely impressed with the overall experience and quality of the new pair heres why 1 seamless replacement process the replacement process was efficient and hasslefree from raising the issue to receiving the new earbuds the customer support team was highly responsive and professional ensuring i was wellinformed at every step 2 superior product quality the replacement earbuds feel like a significant upgrade the build quality is excellent and they fit comfortably providing a secure and snug experience during workouts and daily use 3 impressive sound performance the audio quality of the replaced earbuds is fantastic the sound is crisp with deep bass and balanced mids and highs making them perfect for music calls and podcasts the noise cancellation is also notably effective creating an immersive experience 4 durable and reliable so far the new earbuds have proven durable and reliable with no connectivity or performance issues the battery life is impressive lasting through long listening sessions without needing frequent recharges 5 commitment to customer satisfaction this replacement experience reinforced my trust in the noise brand their commitment to customer satisfaction is evident and its reassuring to know they stand by their products in conclusion noise has exceeded my expectations with their service and the quality of the replaced earbuds i highly recommend the brand to anyone looking for premium audio devices backed by excellent customer support thank you noise for ensuring customer delight
category_1_product_15,shubham shekhar,5,amazing,sound quality are awesome and battery charges very quickly and give 40 hours plus simply awesome
category_1_product_16,piyush kumar,5,perfect earbuds,this is my first time using noise earbuds and theyve become my favorite the bass is amazing they look great and the active noise cancellation works really well
category_1_product_16,abhi patil,5,,the noise n1 pro earbuds deliver an impressive audio experience with crisp sound quality and deep bass making them a solid choice for music lovers and casual listeners alike their ergonomic design ensures a comfortable fit and the lightweight build adds to the overall comfort for long listening sessions the noise cancellation feature works effectively to block out ambient sounds creating an immersive listening environment battery life is another standout providing hours of uninterrupted use while the seamless bluetooth connectivity ensures stable pairing with devices whether youre using them for workouts or daily commutes the noise n1 pro offers great value with its combination of performance comfort and affordability
category_1_product_16,rohan more,5,about n1 pro buds,the product was amazing i like the buds and the case was loking superbowlthe quality of bass and loudness is good
category_1_product_16,swadhin kumar parhi,5,nice product,buds battery backup is nice and anc is appreciated and touch button is functioning properly thanks noise for this great product
category_1_product_16,sujeeth,5,class must buy,noise n1 pro class in both performance design must buy this price
category_1_product_18,rishi ghosh,4,something wrong,overall is good but i have an issue with the earbuds i cant understand whether its fully charged or not because no green light is showing after charging for a long time only the red led is blinking
category_1_product_18,randeep kaur,5,problem of charging case,charging case me problem arih he lgatar kbhi apne ap charge hota he kbhi to hona khud hi bnd case me charge nhi hota
category_1_product_18,youradithya youradithya,5,5,good
category_1_product_18,arwaz hussain,5,bads,mere buds dono ek bar me connect nahi ho rahi hai or right side bali se colling nahi ho rahi or call bhi nahi uthti hai
category_1_product_18,ambrish arora,5,i dont bye this product why,why dont bye this product
category_1_product_20,shahnawaz ansari,4,excellent buds,i like this buds noise cancellation excellent amazing buds but gameing letency is low gun shot timeing naino second different but all other best buds
category_1_product_20,ram das,5,best product,premium rich earbuds
category_1_product_20,vaishali ayyar,5,just in love with this buds,really loved this earbuds totally in love with it i dont think we need to buy that apple airpods when we get this type of product in such a budget friendly price and such a premium quality product noise
category_1_product_20,amar rana,5,excellent,quality is good environment noise cancellation is available sound quality is good build quality is good charging is good dual pair is good
category_1_product_20,shubham,5,badhiya,bhut badhiya hai ek no ka product hai
category_1_product_21,ramu kumar,5,super,nice
category_1_product_21,javed alam,5,excellent,excellent
category_1_product_21,tejas panchal,5,good one to purchase for gaming,nice sound quality
category_1_product_21,surajit gayen,5,great sound quality,best product best sound great look clear voice clearance thanks noise
category_1_product_21,golden fighter,4,its a good product,im satisfied with this buds vs402
category_1_product_23,junaid mohammed,5,nose master buds,excellent product detailed mids and lows worth of buying
category_1_product_23,omkar sawant,5,truely materbuds,awesome experience sound quality is very good bass is soul satisfying vocals are very clear and the anc is truly impressive
category_1_product_23,kalidas a,5,best noice cancellation,thanks for giving me offer price one of the best quality of noise cancellation for master noise ear buds im really ove it first i was thinking its high price of the product but now i thinking for its worth it price thank you noise brand
category_1_product_23,rakesh venugopal,4,adaptive anc and noise cancellation,the sound experience was really good at home and quite areas i went on a call and other person could hear me clear everything was fine however the anc adaptation and noise cancellation at my gym during workout needed improvements i was able to still hear the music at my gym even though the anc was at its high this is the area i expect some more improvements from the brand
category_1_product_23,vinay penta,5,nice sound,love the collaboration of noise and boss
category_1_product_26,ashish patel,5,amazing product,great sound and no hard ear smoothly fitting my favourite black
category_1_product_26,kruti,5,sound symphony,great sound the pearl purple matches my phone love that
category_1_product_26,jai,4,nice product,this product maynot get success today but its good for our ears and our brain this style is new i love it
category_1_product_26,sonu rai,5,superb new airclip product,this airclip dooes not annoy your ear it is so better as compare to other ear buds ear phone sound doesnt impact on ear drum direct that is so good
category_1_product_26,mohamed riaz,5,best product,its an best product i have purchased lot of bluetooth ear buds but this one is best for my use like for jogging doing working in gym riding bike its very comfortable for me
category_1_product_28,mandeep singh,5,verry nyc product,great filling
category_1_product_28,nishi jain,5,gift to brother,bhai ke liy liy the he loved it thanks noise
category_1_product_28,sarth,5,majja aagyya buds lekr,bhdia hai design mast hai deal milgyi 1799 mai
category_1_product_28,yash goel,5,bhdia hai,nice anc product under 2000 loved the noise cancellation
category_1_product_28,anand sharma,5,so thank full,best service experience
category_1_product_29,vv,5,best in price,best in price all in one anc works well the sound quality and microphone are good as well 100 recommend the earbuds
category_1_product_29,ss,5,excellent purchase below 2k,a great quality ear buds have been enjoying it since two days and must say its pretty impressive so far great job noise
category_1_product_29,aniket patel,5,worth and value for money,couldnt be better at this price point loved it especially its base mode loved the aesthetic design
category_1_product_29,anonymous,5,good,very good
category_1_product_29,mira,5,its awesome,its best quality product nd the battery truly justify its worth
category_1_product_30,amit kumar sharma,5,good sound,the sound quality of noise is very good and mindblowing
category_1_product_30,anant jain,5,nice product in budget segment,love the sound
category_1_product_30,keyur ramani,4,awesome sound,bass and looking premium buds
category_1_product_30,aadil shekh,5,amazing,perfect
category_1_product_30,noor khan,5,nice,awesome
category_1_product_31,tanisha chopra,4,good product,good ows feature
category_1_product_31,rishita singh,5,cool looking product,the green colour is very different looks very cool with outfit and is comfortable to wear
category_1_product_31,udit,5,perfect aesthetic look,the design looks premium loved the sound quality too thank you noise
category_1_product_31,dharmeshkumar kapadia,4,good,good
category_1_product_31,rahul krishnadas,5,noise air clips 2,nice product with a great battery backup dual pairing is a good option with a hypersync
category_1_product_32,sundar,5,buds vs102 plus,good product battery backup is nice
category_1_product_32,trikant singh,4,noise vs 102 plus earbuds,good dilevery service
category_1_product_32,rohit singh,5,amazing,awesome
category_1_product_32,dipannita das das,5,excellent product,i have already used noise buds vs102 once but this 102 plus is amazing the sound quality is awesome and packaging is also nice sound and voice record quality is also good within the amount its quite affordable
category_1_product_32,manir ahmad,5,awesome,colour and best quality i like it
category_1_product_34,ap,5,awesome noice cancellation,noice cancellation works like a charm for the price range audio quality is good mic quality is a little bit questionable but can be lived with hinges are a little flimsy but has quality
category_1_product_34,zain,5,wonderful,its an amazing product its easy to connect with phone its also very comfortable to wear and the volume is pretty awesome
category_1_product_34,larissa,5,awesome product,nice product long lasting battery backup so comfortable to carry its anc mode is superb and many features in it are cool
category_1_product_34,aman chhokar,5,perfect product,i love this noise buds it is superb quality sound this buds sound so sweet and this tws design battery life is also good 42 hours play time and c type charging cable
category_1_product_34,arianna r,5,sound is very nice,very nice and comfortable battery life is also very much easily fitted in ears noise cancellation is good bass is very good charge 1 hour and enjoy 5 hour
category_1_product_36,yash goel,5,very good earphones,writing this review after 2 months of use loved the product also happy with the speedy delivery worth it
category_1_product_36,s,5,good product,loved the compact size of the product worth every penny thankyou noise for speedy delivery
category_1_product_37,by,5,noise earbuds mvp 102,such a amazing earbudsgaming is also pretty good and battery life also
category_1_product_37,by,5,noise mvp earbuds,such a amazing quality earbuds also it comes with gaming mode which gives a good experience in gaming alsoit also supports fast charging and battery life is pretty great
category_1_product_37,dhruv singh solanki,5,noise mvp 102 earbuds,best in segment best in price bass is loud vocals are clear calling top notch with the help of 4 enc mics
